,Longitude,Latitude,Altitude,Time,Actual_Speed,Time_diff,Pred_Lat,Pred_Lon,Haversine_Distance,Calculated_Speed
55,-105.432839,41.233075,2607.8,2014-07-26 13:10:52+00:00,7.324939532111763,1.0,41.233017,-105.432757,5.2191141485399815,5.2191141485399815
56,-105.432757,41.233017,2607.8,2014-07-26 13:10:53+00:00,7.7778966262219855,1.0,41.232973,-105.432713,9.413437943558561,9.413437943558561
57,-105.432713,41.232973,2607.6,2014-07-26 13:10:54+00:00,6.330297721890373,1.0,41.232928,-105.432663,6.121709801647802,6.121709801647802
58,-105.432663,41.232928,2607.5,2014-07-26 13:10:55+00:00,6.912450563217337,1.0,41.232918,-105.432577,6.520712426463789,6.520712426463789
59,-105.432577,41.232918,2607.9,2014-07-26 13:10:56+00:00,7.285379810237126,1.0,41.232873,-105.432514,7.277011884222122,7.277011884222122
60,-105.432514,41.232873,2607.8,2014-07-26 13:10:57+00:00,7.2365334890649065,1.0,41.232829,-105.432451,7.265816946415628,7.265816946415628
61,-105.432451,41.232829,2607.7,2014-07-26 13:10:58+00:00,7.19294190376123,1.0,41.232786,-105.432387,7.189694492650575,7.189694492650575
62,-105.432387,41.232786,2607.5,2014-07-26 13:10:59+00:00,7.554268090308491,1.0,41.232739,-105.432316,7.176637768603766,7.176637768603766
63,-105.432316,41.232739,2607.3,2014-07-26 13:11:00+00:00,7.811995038826093,1.0,41.232696,-105.432244,7.909710872519505,7.909710872519505
64,-105.432244,41.232696,2607.0,2014-07-26 13:11:01+00:00,7.972579314256072,1.0,41.23265,-105.432167,7.688457671375995,7.688457671375995
65,-105.432167,41.23265,2606.6,2014-07-26 13:11:02+00:00,7.8764822240835475,1.0,41.232609,-105.432096,8.22334229694725,8.22334229694725
66,-105.432096,41.232609,2606.1,2014-07-26 13:11:03+00:00,8.656757766231003,1.0,41.232555,-105.432004,7.4856726433642145,7.4856726433642145
67,-105.432004,41.232555,2605.3,2014-07-26 13:11:04+00:00,9.07685010945763,1.0,41.232508,-105.431927,9.759189880897633,9.759189880897633
68,-105.431927,41.232508,2604.4,2014-07-26 13:11:05+00:00,8.35403453953175,1.0,41.23246,-105.431851,8.292974266873943,8.292974266873943
69,-105.431851,41.23246,2603.5,2014-07-26 13:11:06+00:00,8.54803054906196,1.0,41.232406,-105.431776,8.299288425222866,8.299288425222866
70,-105.431776,41.232406,2602.6,2014-07-26 13:11:07+00:00,8.562104541295348,1.0,41.232348,-105.431713,8.682701663091052,8.682701663091052
71,-105.431713,41.232348,2601.7,2014-07-26 13:11:08+00:00,8.81337221018768,1.0,41.232283,-105.431645,8.327568389514266,8.327568389514266
72,-105.431645,41.232283,2600.9,2014-07-26 13:11:09+00:00,7.659610679856259,1.0,41.232241,-105.431599,9.196439174126912,9.196439174126912
73,-105.431599,41.232241,2600.4,2014-07-26 13:11:10+00:00,10.335003041364086,1.0,41.232266,-105.431428,6.050428879161699,6.050428879161699
74,-105.431428,41.232266,2600.9,2014-07-26 13:11:11+00:00,11.49834169064351,1.0,41.232278,-105.431329,14.567335255926723,14.567335255926723
75,-105.431329,41.232278,2601.3,2014-07-26 13:11:12+00:00,9.520659387335307,1.0,41.23229,-105.431203,8.385576345841574,8.385576345841574
76,-105.431203,41.23229,2601.6,2014-07-26 13:11:13+00:00,8.418063995697409,1.0,41.232291,-105.431129,10.620721483732414,10.620721483732414
77,-105.431129,41.232291,2601.8,2014-07-26 13:11:14+00:00,6.163553791556177,1.0,41.232288,-105.431056,6.189141276264023,6.189141276264023
78,-105.431056,41.232288,2602.1,2014-07-26 13:11:15+00:00,8.53393541352745,1.0,41.232262,-105.43093,6.113626564422136,6.113626564422136
79,-105.43093,41.232262,2602.3,2014-07-26 13:11:16+00:00,10.337950454034534,1.0,41.23222,-105.430828,10.92600509608567,10.92600509608567
80,-105.430828,41.23222,2602.4,2014-07-26 13:11:17+00:00,8.407982994838978,1.0,41.232188,-105.430755,9.72444956761892,9.72444956761892
81,-105.430755,41.232188,2602.7,2014-07-26 13:11:18+00:00,6.679192833246445,1.0,41.23216,-105.43069,7.065857223289874,7.065857223289874
82,-105.43069,41.23216,2603.0,2014-07-26 13:11:19+00:00,6.148483622550194,1.0,41.232133,-105.430628,6.2640836035538205,6.2640836035538205
83,-105.430628,41.232133,2603.5,2014-07-26 13:11:20+00:00,6.595034213132685,1.0,41.232101,-105.430554,5.991195509969512,5.991195509969512
84,-105.430554,41.232101,2604.1,2014-07-26 13:11:21+00:00,6.51522460670501,1.0,41.232077,-105.430492,7.1382349940174405,7.1382349940174405
85,-105.430492,41.232077,2604.6,2014-07-26 13:11:22+00:00,5.469732259100736,1.0,41.23206,-105.430436,5.831185642061311,5.831185642061311
86,-105.430436,41.23206,2605.1,2014-07-26 13:11:23+00:00,5.3175705497604495,1.0,41.232045,-105.430373,5.05006640686478,5.05006640686478
87,-105.430373,41.232045,2605.6,2014-07-26 13:11:24+00:00,4.73225776014157,1.0,41.232036,-105.430328,5.526028332638372,5.526028332638372
88,-105.430328,41.232036,2605.9,2014-07-26 13:11:25+00:00,3.848014983921469,1.0,41.232029,-105.430284,3.8938717588032623,3.8938717588032623
89,-105.430284,41.232029,2606.3,2014-07-26 13:11:26+00:00,4.60944842615873,1.0,41.232023,-105.43022,3.7608787416860983,3.7608787416860983
90,-105.43022,41.232023,2606.9,2014-07-26 13:11:27+00:00,4.871982203537494,1.0,41.232019,-105.430169,5.393352890124065,5.393352890124065
91,-105.430169,41.232019,2607.3,2014-07-26 13:11:28+00:00,4.344326903916295,1.0,41.232017,-105.430117,4.2879488420695955,4.2879488420695955
92,-105.430117,41.232017,2607.7,2014-07-26 13:11:29+00:00,4.42241502566686,1.0,41.23202,-105.430064,4.354125540858793,4.354125540858793
93,-105.430064,41.23202,2608.1,2014-07-26 13:11:30+00:00,4.643077129746748,1.0,41.232024,-105.430007,4.444602453791484,4.444602453791484
94,-105.430007,41.232024,2608.6,2014-07-26 13:11:31+00:00,3.9547110727546233,1.0,41.232029,-105.429971,4.787268465681481,4.787268465681481
95,-105.429971,41.232029,2609.0,2014-07-26 13:11:32+00:00,3.4444638344133134,1.0,41.232036,-105.429927,3.0613684360504085,3.0613684360504085
96,-105.429927,41.232036,2609.5,2014-07-26 13:11:33+00:00,3.7700333336516976,1.0,41.232044,-105.429884,3.7608787396044048,3.7608787396044048
97,-105.429884,41.232044,2610.0,2014-07-26 13:11:34+00:00,3.7099117993934296,1.0,41.232053,-105.429842,3.7042251908172403,3.7042251908172403
98,-105.429842,41.232053,2610.4,2014-07-26 13:11:35+00:00,3.765595167030816,1.0,41.232063,-105.429798,3.651995908870124,3.651995908870124
99,-105.429798,41.232063,2610.6,2014-07-26 13:11:36+00:00,4.028208218345327,1.0,41.232076,-105.429751,3.8437975974467116,3.8437975974467116
100,-105.429751,41.232076,2610.9,2014-07-26 13:11:37+00:00,4.086323129390282,1.0,41.232091,-105.429708,4.187718824211859,4.187718824211859
101,-105.429708,41.232091,2611.0,2014-07-26 13:11:38+00:00,4.13019126288455,1.0,41.232108,-105.429662,3.9638272834164194,3.9638272834164194
102,-105.429662,41.232108,2611.0,2014-07-26 13:11:39+00:00,4.105834385874491,1.0,41.232125,-105.429621,4.286064982485453,4.286064982485453
103,-105.429621,41.232125,2611.1,2014-07-26 13:11:40+00:00,4.077341266254088,1.0,41.232145,-105.429578,3.9151524657069876,3.9151524657069876
104,-105.429578,41.232145,2611.2,2014-07-26 13:11:41+00:00,4.305497780907311,1.0,41.232165,-105.429533,4.227962498399841,4.227962498399841
105,-105.429533,41.232165,2611.3,2014-07-26 13:11:42+00:00,4.098505438148569,1.0,41.232185,-105.429496,4.371088423314887,4.371088423314887
106,-105.429496,41.232185,2611.5,2014-07-26 13:11:43+00:00,3.9179365209995978,1.0,41.232207,-105.429458,3.8103869261874945,3.8103869261874945
107,-105.429458,41.232207,2611.6,2014-07-26 13:11:44+00:00,3.5176286343708987,1.0,41.232224,-105.42943,4.010251393642801,4.010251393642801
108,-105.42943,41.232224,2611.8,2014-07-26 13:11:45+00:00,3.8764139697053306,1.0,41.232254,-105.42939,3.00927565881841,3.00927565881841
109,-105.42939,41.232254,2612.0,2014-07-26 13:11:46+00:00,3.688032163523617,1.0,41.23229,-105.429349,4.7240411220197736,4.7240411220197736
110,-105.429349,41.23229,2612.3,2014-07-26 13:11:48+00:00,4.1556285731744875,2.0,41.232331,-105.429309,5.270603304679498,2.635301652339749
111,-105.429309,41.232331,2612.6,2014-07-26 13:11:49+00:00,4.8768292948343,1.0,41.232362,-105.429283,5.654475588079958,5.654475588079958
112,-105.429283,41.232362,2612.8,2014-07-26 13:11:50+00:00,4.013697270934166,1.0,41.232392,-105.429258,4.07545418706816,4.07545418706816
113,-105.429258,41.232392,2612.9,2014-07-26 13:11:51+00:00,3.853341202451369,1.0,41.232421,-105.429235,3.9368084150592697,3.9368084150592697
114,-105.429235,41.232421,2613.1,2014-07-26 13:11:52+00:00,3.714643720368358,1.0,41.232449,-105.429212,3.7546829964613018,3.7546829964613018
115,-105.429212,41.232449,2613.2,2014-07-26 13:11:53+00:00,3.5978981507531396,1.0,41.232476,-105.42919,3.6596275024565523,3.6596275024565523
116,-105.42919,41.232476,2613.4,2014-07-26 13:11:54+00:00,3.6781372482435786,1.0,41.232506,-105.429168,3.521101049573503,3.521101049573503
117,-105.429168,41.232506,2613.7,2014-07-26 13:11:55+00:00,3.805767870487174,1.0,41.232536,-105.429147,3.8095213344615457,3.8095213344615457
118,-105.429147,41.232536,2614.0,2014-07-26 13:11:56+00:00,3.6490762340508818,1.0,41.232564,-105.429128,3.769848435604513,3.769848435604513
119,-105.429128,41.232564,2614.3,2014-07-26 13:11:57+00:00,3.6843112133247002,1.0,41.232595,-105.429108,3.4954345984757786,3.4954345984757786
120,-105.429108,41.232595,2614.7,2014-07-26 13:11:58+00:00,4.210334440589753,1.0,41.232632,-105.429085,3.8313536191721944,3.8313536191721944
121,-105.429085,41.232632,2615.1,2014-07-26 13:11:59+00:00,3.886664813504229,1.0,41.232685,-105.429056,4.541585140792693,4.541585140792693
122,-105.429056,41.232685,2615.8,2014-07-26 13:12:01+00:00,4.931843630392248,2.0,41.23274,-105.429026,6.372786511534887,3.1863932557674435
123,-105.429026,41.23274,2616.5,2014-07-26 13:12:02+00:00,4.594020548209406,1.0,41.232783,-105.429008,6.61027023180058,6.61027023180058
124,-105.429008,41.232783,2617.2,2014-07-26 13:12:04+00:00,3.040654049880874,2.0,41.232813,-105.428995,5.0127179825402255,2.5063589912701127
125,-105.428995,41.232813,2617.7,2014-07-26 13:12:05+00:00,4.053464019589996,1.0,41.232852,-105.42898,3.5085171473169328,3.5085171473169328
126,-105.42898,41.232852,2618.3,2014-07-26 13:12:06+00:00,3.902269778762257,1.0,41.23288,-105.428971,4.514371037384644,4.514371037384644
127,-105.428971,41.23288,2618.8,2014-07-26 13:12:07+00:00,3.583983161792114,1.0,41.232914,-105.428961,3.2031331320402634,3.2031331320402634
128,-105.428961,41.232914,2619.4,2014-07-26 13:12:08+00:00,4.163142731494281,1.0,41.232952,-105.428949,3.8720098883497527,3.8720098883497527
129,-105.428949,41.232952,2620.1,2014-07-26 13:12:09+00:00,4.093491222924046,1.0,41.232985,-105.42894,4.342933668072747,4.342933668072747
130,-105.42894,41.232985,2620.6,2014-07-26 13:12:10+00:00,3.891469649782248,1.0,41.23302,-105.428931,3.7458224173126444,3.7458224173126444
131,-105.428931,41.23302,2621.1,2014-07-26 13:12:11+00:00,3.9540975404817087,1.0,41.233054,-105.428921,3.9639293677398793,3.9639293677398793
132,-105.428921,41.233054,2621.6,2014-07-26 13:12:12+00:00,3.7775471739802895,1.0,41.233086,-105.428913,3.872009500896398,3.872009500896398
133,-105.428913,41.233086,2622.0,2014-07-26 13:12:13+00:00,3.750994282617886,1.0,41.23312,-105.428905,3.6205835056056435,3.6205835056056435
134,-105.428905,41.23312,2622.3,2014-07-26 13:12:14+00:00,3.5712309883616102,1.0,41.233149,-105.428898,3.8393642863980806,3.8393642863980806
135,-105.428898,41.233149,2622.5,2014-07-26 13:12:15+00:00,3.6848637383037657,1.0,41.233185,-105.428889,3.2773553345946738,3.2773553345946738
136,-105.428889,41.233185,2622.7,2014-07-26 13:12:16+00:00,3.909023777810669,1.0,41.233218,-105.428881,4.0731562376686,4.0731562376686
137,-105.428881,41.233218,2622.8,2014-07-26 13:12:17+00:00,3.508988956982053,1.0,41.233247,-105.428874,3.7299203213736023,3.7299203213736023
138,-105.428874,41.233247,2622.9,2014-07-26 13:12:18+00:00,3.2198521629821326,1.0,41.233275,-105.428868,3.2773551787506556,3.2773551787506556
139,-105.428868,41.233275,2622.9,2014-07-26 13:12:19+00:00,3.3369361040811336,1.0,41.233306,-105.42886,3.153630286638224,3.153630286638224
140,-105.42886,41.233306,2623.0,2014-07-26 13:12:20+00:00,3.509224246085866,1.0,41.233337,-105.428853,3.511362714495322,3.511362714495322
141,-105.428853,41.233337,2623.1,2014-07-26 13:12:21+00:00,3.6185835353739684,1.0,41.23337,-105.428845,3.496394934619795,3.496394934619795
142,-105.428845,41.23337,2623.2,2014-07-26 13:12:22+00:00,3.423155938461806,1.0,41.233425,-105.428832,3.7299200425814645,3.7299200425814645
143,-105.428832,41.233425,2623.4,2014-07-26 13:12:24+00:00,3.2514818588194423,2.0,41.233455,-105.428825,6.211594469652382,3.105797234826191
144,-105.428825,41.233455,2623.5,2014-07-26 13:12:25+00:00,3.284969067378916,1.0,41.233483,-105.428818,3.386820219675442,3.386820219675442
145,-105.428818,41.233483,2623.7,2014-07-26 13:12:26+00:00,3.177854209753373,1.0,41.233511,-105.428811,3.1680099066717036,3.1680099066717036
146,-105.428811,41.233511,2623.9,2014-07-26 13:12:27+00:00,3.2014969197929233,1.0,41.233568,-105.428798,3.1680098614343257,3.1680098614343257
147,-105.428798,41.233568,2624.3,2014-07-26 13:12:29+00:00,3.31854137269414,2.0,41.233598,-105.42879,6.43066980959836,3.21533490479918
148,-105.42879,41.233598,2624.5,2014-07-26 13:12:30+00:00,3.3425834614575765,1.0,41.233627,-105.428784,3.402269685320678,3.402269685320678
149,-105.428784,41.233627,2624.7,2014-07-26 13:12:31+00:00,3.175052203317252,1.0,41.233654,-105.428777,3.2634566024307365,3.2634566024307365
150,-105.428777,41.233654,2625.0,2014-07-26 13:12:32+00:00,3.1819959711881474,1.0,41.233683,-105.42877,3.058798122000876,3.058798122000876
151,-105.42877,41.233683,2625.2,2014-07-26 13:12:33+00:00,3.236411222563463,1.0,41.233711,-105.428763,3.277354481081198,3.277354481081198
152,-105.428763,41.233711,2625.5,2014-07-26 13:12:34+00:00,3.2911068642776495,1.0,41.233741,-105.428756,3.1680095296448356,3.1680095296448356
153,-105.428756,41.233741,2625.7,2014-07-26 13:12:35+00:00,3.2292710599864063,1.0,41.233768,-105.42875,3.3868197768784944,3.3868197768784944
154,-105.42875,41.233768,2626.0,2014-07-26 13:12:36+00:00,3.4459271792598676,1.0,41.233802,-105.428744,3.0439022921298853,3.0439022921298853
155,-105.428744,41.233802,2626.3,2014-07-26 13:12:37+00:00,3.2308955997807276,1.0,41.233849,-105.428739,3.8137798331051287,3.8137798331051287
156,-105.428739,41.233849,2626.7,2014-07-26 13:12:39+00:00,3.158874462559436,2.0,41.233882,-105.428739,5.2428669873044145,2.6214334936522072
157,-105.428739,41.233882,2627.0,2014-07-26 13:12:40+00:00,3.2752154739341837,1.0,41.233933,-105.428746,3.669437647361749,3.669437647361749
158,-105.428746,41.233933,2627.5,2014-07-26 13:12:42+00:00,2.9570417781594482,2.0,41.233987,-105.428756,5.701078724695866,2.850539362347933
159,-105.428756,41.233987,2628.1,2014-07-26 13:12:44+00:00,2.789983644593411,2.0,41.234031,-105.42877,6.062481881012363,3.0312409405061813
160,-105.42877,41.234031,2628.6,2014-07-26 13:12:46+00:00,3.1383580527485684,2.0,41.234063,-105.428783,5.03069671175795,2.515348355878975
161,-105.428783,41.234063,2629.0,2014-07-26 13:12:47+00:00,3.277795924829162,1.0,41.23411,-105.428806,3.7205948851266952,3.7205948851266952
162,-105.428806,41.23411,2629.7,2014-07-26 13:12:49+00:00,2.8684361909330374,2.0,41.234159,-105.42883,5.5688310636326,2.7844155318163
163,-105.42883,41.234159,2630.4,2014-07-26 13:12:51+00:00,3.022684368329707,2.0,41.234211,-105.428856,5.806416797263269,2.9032083986316346
164,-105.428856,41.234211,2631.2,2014-07-26 13:12:53+00:00,3.1122911248071023,2.0,41.234237,-105.428869,6.1773874567613545,3.0886937283806772
165,-105.428869,41.234237,2631.5,2014-07-26 13:12:54+00:00,3.0763748376797415,1.0,41.234262,-105.428883,3.0886935006812113,3.0886935006812113
166,-105.428883,41.234262,2631.9,2014-07-26 13:12:55+00:00,3.200013007125661,1.0,41.23429,-105.428897,3.016329206797086,3.016329206797086
167,-105.428897,41.23429,2632.3,2014-07-26 13:12:56+00:00,3.2175897459722513,1.0,41.234341,-105.428925,3.3262849805310086,3.3262849805310086
168,-105.428925,41.234341,2632.8,2014-07-26 13:12:58+00:00,3.1606003431822574,2.0,41.234368,-105.428939,6.135287720039214,3.067643860019607
169,-105.428939,41.234368,2633.1,2014-07-26 13:12:59+00:00,3.1844797009015986,1.0,41.234394,-105.428953,3.2224415365337227,3.2224415365337227
170,-105.428953,41.234394,2633.3,2014-07-26 13:13:00+00:00,3.069674847589308,1.0,41.234444,-105.42898,3.1191053224288967,3.1191053224288967
171,-105.42898,41.234444,2633.7,2014-07-26 13:13:02+00:00,2.9510493670792,2.0,41.234492,-105.429006,6.000696193577567,3.0003480967887834
172,-105.429006,41.234492,2634.1,2014-07-26 13:13:04+00:00,2.8210573334883193,2.0,41.234538,-105.42903,5.763188052526083,2.8815940262630413
173,-105.42903,41.234538,2634.1,2014-07-26 13:13:06+00:00,2.698949956812558,2.0,41.234582,-105.429054,5.494596487067019,2.7472982435335096
174,-105.429054,41.234582,2634.2,2014-07-26 13:13:08+00:00,2.7067310688281045,2.0,41.234628,-105.429079,5.288194659762408,2.644097329881204
175,-105.429079,41.234628,2634.2,2014-07-26 13:13:10+00:00,2.6651712032756305,2.0,41.234671,-105.429101,5.52568612700264,2.76284306350132
176,-105.429101,41.234671,2634.2,2014-07-26 13:13:12+00:00,2.7848878029961672,2.0,41.234721,-105.429128,5.123084375606064,2.561542187803032
177,-105.429128,41.234721,2634.4,2014-07-26 13:13:14+00:00,2.7083767299770005,2.0,41.234761,-105.42915,6.000692594713926,3.000346297356963
178,-105.42915,41.234761,2634.6,2014-07-26 13:13:16+00:00,2.4977385441026403,2.0,41.234804,-105.429173,4.813238195328005,2.4066190976640023
179,-105.429173,41.234804,2634.9,2014-07-26 13:13:18+00:00,2.6450623091737295,2.0,41.234849,-105.429197,5.153701207406862,2.576850603703431
180,-105.429197,41.234849,2635.3,2014-07-26 13:13:20+00:00,2.8252822296811386,2.0,41.234992,-105.429287,5.391233318912541,2.6956166594562707
181,-105.429287,41.234992,2636.7,2014-07-26 13:13:26+00:00,2.885722200540491,6.0,41.235038,-105.429315,17.59194187664198,2.9319903127736633
182,-105.429315,41.235038,2637.2,2014-07-26 13:13:28+00:00,2.799731459031743,2.0,41.235083,-105.429343,5.625382684616861,2.8126913423084305
